X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,SE_ANNO_CAD_DATA,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SHAPE
-76.9931424855264,38.9222243975062,19168553,900 block of Rhode Island Ave NE,2019/09/21 04:00:00+00,1445,2019/09/21 04:00:00+00,2019,9,5D,Ward 5,Race,White,Threats,814008,400594.86,139371.55,38.9222166,-76.9931402,,{30BBD1CA-05B5-45AC-AA5A-6F3AF8A39474},,,MPD,2024/02/16 21:02:52+00,3586,
-77.0328089267264,38.8991072856206,19169006,1400 block of New York Ave NW,2019/09/22 04:00:00+00,0725,2019/09/22 04:00:00+00,2019,9,2D,Ward 2,Race,Black,Simple Assault,800698,397154.19,136805.85,38.8990995,-77.03280663,,{363AC919-D212-45EE-95E8-650EC490D076},,,MPD,2024/02/16 21:02:52+00,3587,
-76.9935859737047,38.8393482353055,19169883,3500 block of Wheeler Rd SE,2019/09/23 04:00:00+00,1611,2019/09/23 04:00:00+00,2019,9,7D,Ward 8,Gender Identity/Expression,,Simple Assault,803987,400557.04828647,130171.66114223,38.83934046,-76.9935837,,{4DDFE763-09E9-437F-B0E8-318E0956BC85},,,MPD,2024/02/16 21:02:52+00,3588,
-76.9971592889955,38.920940787739,19172033,600 block of Rhode Island Ave NE,2019/09/26 04:00:00+00,1900,2019/09/26 04:00:00+00,2019,9,5D,Ward 5,Sexual Orientation,,Damage/Defacing/Destruction of Property,807768,400246.54,139229.04,38.920933,-76.99715701,,{ACA88F89-BBD4-4B88-933B-A8700F89E587},,,MPD,2024/02/16 21:02:52+00,3589,
-77.021918846948,38.8991374923213,19172842,700 block of 7th St NW,2019/09/28 04:00:00+00,0142,2019/09/28 04:00:00+00,2019,9,1D,Ward 2,Sexual Orientation,,ADW,803289,398098.85,136808.92,38.89912971,-77.02191656,,{6132BE15-F5EC-4F13-B760-EA3E0F000E49},,,MPD,2024/02/16 21:02:52+00,3590,
-77.0518016668584,38.8980561578198,19173124,2400 block of Virginia Ave NW,2019/09/28 04:00:00+00,1425,2019/09/28 04:00:00+00,2019,9,2D,Ward 2,Ethnicity/National Origin,Unknown,Damage/Defacing/Destruction of Property,804406,395506.6,136689.93,38.89804837,-77.05179937,,{12767491-EC3C-48C4-B47D-F61C1FB2A498},,,MPD,2024/02/16 21:02:52+00,3591,
-77.0219915994955,38.920484282455,19172942,2300 block of Georgia Ave NW,2019/09/28 04:00:00+00,0330,2019/09/28 04:00:00+00,2019,9,3D,Ward 1,Sexual Orientation,,ADW,811838,398093.11,139178.59,38.92047649,-77.02198931,,{5FF5C4E2-6433-4C46-A95F-CC56FCAF197E},,,MPD,2024/02/16 21:02:52+00,3592,
-77.0224194331647,38.9164967538434,19173504,700 block of Florida Ave NW,2019/09/29 04:00:00+00,0308,2019/09/29 04:00:00+00,2019,9,3D,Ward 1,Sexual Orientation,,Simple Assault,800541,398055.9,138735.95,38.91648896,-77.02241714,,{B7D9D075-50C4-471B-8648-479344B96F45},,,MPD,2024/02/16 21:02:52+00,3593,
-77.021918846948,38.8991374923213,19173442,700 block of 7th St NW,2019/09/29 04:00:00+00,0053,2019/09/29 04:00:00+00,2019,9,1D,Ward 2,Sexual Orientation,,Simple Assault,803289,398098.85,136808.92,38.89912971,-77.02191656,,{78159C92-66F9-4500-AEB8-7C08A951B296},,,MPD,2024/02/16 21:02:52+00,3594,
-76.9476497764775,38.8966636721616,19175001,4000 block of Minnesota Ave NE,2019/10/01 04:00:00+00,1320,2019/10/01 04:00:00+00,2019,10,6D,Ward 7,Sexual Orientation,,Simple Assault,816435,404541.47,136535.38,38.89665588,-76.94764751,,{798FECDC-6695-41CD-AD81-AE6FDDA63D08},,,MPD,2024/02/16 21:02:52+00,3595,
-77.0083902161693,38.8972117280431,19179377,Unit block of Massachusetts Ave NE,2019/10/07 04:00:00+00,1945,2019/10/07 04:00:00+00,2019,10,1D,Ward 6,Race,Black,Simple Assault,800876,399272.37,136594.95,38.89720394,-77.00838793,,{B54FE672-0767-49FE-BDB3-87B502911264},,,MPD,2024/02/16 21:02:52+00,3596,
-77.0710389095279,38.9196743674304,19180021,2200 block of Wisconsin Ave NW,2019/10/08 04:00:00+00,2011,2019/10/08 04:00:00+00,2019,10,2D,Ward 3,Race,Black,Threats,806639,393839.71,139090.85,38.91966658,-77.0710366,,{9EB8DDAD-BBC1-497D-9293-10C0B92762B2},,,MPD,2024/02/16 21:02:52+00,3597,
-77.0784168943114,38.9334964290714,19186207,3900 block of Macomb St NW,2019/10/10 04:00:00+00,1924,2019/10/18 04:00:00+00,2019,10,2D,Ward 3,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,809350,393201.21,140625.74,38.93348864,-77.07841458,,{F505DDCB-E37C-4CE5-B9E4-6ED330F52FEB},,,MPD,2024/02/16 21:02:52+00,3598,
-77.0400881672321,38.9084852342745,19184577,1700 block of Massachusetts Ave NW,2019/10/10 04:00:00+00,2150,2019/10/15 04:00:00+00,2019,10,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,811901,396523.21,137847.13,38.90847745,-77.04008587,,{13D30520-4A1F-48FB-98DA-83806C68C0D8},,,MPD,2024/02/16 21:02:52+00,3599,
-77.038485220081,38.9129883235955,19181534,1700 block of 17th St NW,2019/10/11 04:00:00+00,0215,2019/10/11 04:00:00+00,2019,10,3D,Ward 2,Sexual Orientation,,Robbery,807237,396662.45,138346.95,38.91298053,-77.03848292,,{04A92FD6-8536-48DB-AC0E-A1A4211CA2A9},,,MPD,2024/02/16 21:02:52+00,3600,
-77.0140733173744,38.8792942361188,19182042,200 block of I St SW,2019/10/11 04:00:00+00,2032,2019/10/11 04:00:00+00,2019,10,1D,Ward 6,Sexual Orientation,,Simple Assault,811004,398779.07,134606.03,38.87928645,-77.01407103,,{A6B74218-136B-42B1-82E5-34F588812BE0},,,MPD,2024/02/16 21:02:52+00,3601,
-76.9949764498091,38.8832387152816,19182327,400 block of 8th St SE,2019/10/12 04:00:00+00,0356,2019/10/12 04:00:00+00,2019,10,1D,Ward 6,Race,Black,Simple Assault,802034,400436.06249436,135043.81509875,38.88323093,-76.99497417,,{E618AAE7-4511-4909-AB87-F15CF64EC9BC},,,MPD,2024/02/16 21:02:52+00,3602,
-77.0265682141019,38.983286397138,19185859,7700 block of Georgia Ave NW,2019/10/16 04:00:00+00,1500,2019/10/17 04:00:00+00,2019,10,4D,Ward 4,Gender Identity/Expression,,Threats,801925,397698.26,146150.3,38.98327859,-77.02656592,,{8ECB192C-ADF2-4B79-B978-56342EF5231A},,,MPD,2024/02/16 21:02:52+00,3603,
-76.932907874399,38.8936842753812,19185744,300 block of 49th St NE,2019/10/17 04:00:00+00,1345,2019/10/17 04:00:00+00,2019,10,6D,Ward 7,Race,White,Simple Assault,806130,405820.54189135,136205.48005983,38.89367649,-76.93290561,,{0FA96655-9F13-47E7-9001-5B6877755377},,,MPD,2024/02/16 21:02:52+00,3604,
-77.1061970018558,38.9357468348256,19187774,5200 block of Loughboro Rd NW,2019/10/20 04:00:00+00,1300,2019/10/20 04:00:00+00,2019,10,2D,Ward 3,Gender Identity/Expression,,Simple Assault,809789,390792.88,140877.99,38.93573904,-77.10619468,,{A45F77E3-1A52-4307-9B87-DA22F6578600},,,MPD,2024/02/16 21:02:52+00,3605,
-77.0257367889159,38.9162936529566,19187611,1900 block of Vermont Ave NW,2019/10/20 04:00:00+00,0420,2019/10/20 04:00:00+00,2019,10,3D,Ward 1,Sexual Orientation,,Simple Assault,810390,397768.2,138713.48,38.91628586,-77.0257345,,{19BBE95C-9848-40E3-AECA-6246780816DB},,,MPD,2024/02/16 21:02:52+00,3606,
-77.0071038514963,38.8846456709948,19188301,400 block of New Jersey Ave SE,2019/10/21 04:00:00+00,1415,2019/10/22 04:00:00+00,2019,10,1D,Ward 6,Religion,Muslim,Threats,812200,399383.85,135200.01,38.88463789,-77.00710157,,{0E572C8C-6C28-48EB-9064-512DC32E78A6},,,MPD,2024/02/16 21:02:52+00,3607,
-77.0198407128129,38.9423414360966,19190478,4200 block of New Hampshire Ave NW,2019/10/24 04:00:00+00,1544,2019/10/24 04:00:00+00,2019,10,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,802657,398280.16,141604.88,38.94233364,-77.01983842,,{2D87A310-072A-4D02-BCA5-709528D84CF6},,,MPD,2024/02/16 21:02:52+00,3608,
-77.0171919882222,38.9005312464722,19190108,400 block of Massachusetts Ave NW,2019/10/24 04:00:00+00,0150,2019/10/24 04:00:00+00,2019,10,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,806146,398508.91,136963.55,38.90052346,-77.0171897,,{4450A32B-7A6F-4415-BE3A-814864996AAB},,,MPD,2024/02/16 21:02:52+00,3609,
-77.030559035405,38.9056552597736,23087042,1300 block of M St NW,2023/05/20 04:00:00+00,1500,2023/06/01 04:00:00+00,2023,6,3D,Ward 2,Religion,Jewish,Theft,804481,397349.6,137532.66,38.90564747,-77.03055674,,{A417AE54-E414-47F6-ADB5-84010B7B7B16},,,MPD,2024/02/16 21:02:52+00,3610,
-77.0106211667441,38.900215204753,23080075,Unit block of H St NW,2023/05/21 04:00:00+00,1157,2023/05/21 04:00:00+00,2023,5,1D,Ward 6,Ethnicity/National Origin,Chinese,Simple Assault,804579,399078.88,136928.38,38.90020742,-77.01061888,,{6B3C3AA4-AB3B-4F81-A703-69E7291DCF7C},,,MPD,2024/02/16 21:02:52+00,3611,
-77.0327316492114,38.9392172536921,23082345,3900 block of 14th St NW,2023/05/25 04:00:00+00,0240,2023/05/25 04:00:00+00,2023,5,4D,Ward 4,Sexual Orientation,,Simple Assault,806212,397162.49,141258.39,38.93920946,-77.03272935,,{C6D4F880-38EB-434E-B419-78560897CFE9},,,MPD,2024/02/16 21:02:52+00,3612,
-77.0296212374017,38.8978336342013,23083278,600 block of 13th ST NW,2023/05/26 04:00:00+00,1620,2023/05/26 04:00:00+00,2023,5,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,809390,397430.66,136664.37,38.89782585,-77.02961894,,{EEDF69F8-59D5-470E-8B6D-D74BF702EFBC},,,MPD,2024/02/16 21:02:52+00,3613,
-77.0035164637972,38.9078332788923,23082996,1300 block of 2nd St NE,2023/05/26 04:00:00+00,0647,2023/05/26 04:00:00+00,2023,5,5D,Ward 6,Ethnicity/National Origin,African,Threats,815800,399695.2,137774,38.90782549,-77.00351418,,{0EB6DD18-1601-4ABC-BA19-B0B4D62290AE},,,MPD,2024/02/16 21:02:52+00,3614,
-76.919833568411,38.8958174265446,23083939,5600 block of Eads St NE,2023/05/27 04:00:00+00,1739,2023/05/27 04:00:00+00,2023,5,6D,Ward 7,Race,Asian,Damage/Defacing/Destruction of Property,803081,406954.54957241,136443.19142005,38.89580964,-76.91983131,,{E30C72B9-3F09-476A-9BA9-56B98026D43C},,,MPD,2024/02/16 21:02:52+00,3615,
-77.0547081704328,38.9025373934311,23084114,2500 block of K St NW,2023/05/27 04:00:00+00,2223,2023/05/28 04:00:00+00,2023,5,2D,Ward 2,Race,Black,Threats,813619,395254.77,137187.53,38.90252961,-77.05470587,,{5BD9F28C-D786-408A-A6B4-BE2569AA7346},,,MPD,2024/02/16 21:02:52+00,3616,
-77.030559035405,38.9056552597736,23087014,1300 block of M St NW,2023/05/28 04:00:00+00,2230,2023/06/01 04:00:00+00,2023,6,3D,Ward 2,Religion,Jewish,Theft,804481,397349.6,137532.66,38.90564747,-77.03055674,,{08F889F8-306D-4481-B5F8-B9F4DB9D950E},,,MPD,2024/02/16 21:02:52+00,3617,
-77.0203194081405,38.9156017095009,20070828,600 block of Florida Ave NW,2020/05/12 04:00:00+00,0410,2020/05/12 04:00:00+00,2020,5,3D,Ward 2,Sexual Orientation,,Simple Assault,810091,398238,138636.55,38.91559392,-77.02031712,,{52DFF7AF-74E4-4DA2-BC0B-1C5A5301B4EB},,,MPD,2024/02/16 21:02:52+00,3618,
-77.0436092614514,38.9099352176321,16087712,1600 block of Connecticut Ave NW,2016/05/30 04:00:00+00,1138,2016/05/20 04:00:00+00,2016,5,2D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Damage/Defacing/Destruction of Property,800193,396217.89,138008.23,38.90992743,-77.04360696,,{CAD897B5-E66B-49B8-B45C-5B16BC260DA7},,,MPD,2024/02/16 21:02:52+00,3619,
-77.036515036916,38.9129852625175,16097438,1700 block of 16th St NW,2016/06/15 04:00:00+00,0726,2016/06/15 04:00:00+00,2016,6,3D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,813571,396833.32,138346.54,38.91297747,-77.03651274,,{7CB2F141-807D-4EA0-A5EF-9D4F8EA307BD},,,MPD,2024/02/16 21:02:52+00,3620,
-77.0820255047092,38.957533558541,16111756,5200 block of 42nd St NW,2016/07/06 04:00:00+00,2015-2019,2016/07/06 04:00:00+00,2016,7,2D,Ward 3,Race,White,Threats,811003,392890.73,143294.35,38.95752576,-77.08202319,,{F0BA412A-7EEC-4459-928C-6B137B228DAB},,,MPD,2024/02/16 21:02:52+00,3621,
-77.0307929947228,38.9025287589393,19082844,1300 block of K St NW,2019/05/08 04:00:00+00,1646,2019/05/14 04:00:00+00,2019,5,2D,Ward 2,Race,Black,Threats,804051,397329.19,137185.6,38.90252097,-77.0307907,,{47035816-6562-40B4-9E20-B30758B43B72},,,MPD,2024/02/16 21:02:52+00,3622,
-77.0218970145993,38.9170181651558,19083560,2000 block of Georgia Ave NW,2019/05/15 04:00:00+00,1724,2019/05/15 04:00:00+00,2019,5,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,814110,398101.22,138793.82,38.91701037,-77.02189472,,{C009F77C-BC4D-49D1-9628-DAC7F2BD5D98},,,MPD,2024/02/16 21:02:52+00,3623,
-77.0325158075037,38.9037452308988,19099942,1400 block of L St NW,2019/06/08 04:00:00+00,1918,2019/06/08 04:00:00+00,2019,6,2D,Ward 2,Sexual Orientation,,Simple Assault,807754,397179.8,137320.69,38.90373744,-77.03251351,,{ABBDFCDF-C075-4C66-BB3A-F26B51CA44EC},,,MPD,2024/02/16 21:02:52+00,3624,
-77.0186655921924,38.9531793115033,17116110,400 block of Hamilton St NW,2017/03/01 05:00:00+00,1700,2017/07/07 04:00:00+00,2017,7,4D,Ward 4,Race,Black,Damage/Defacing/Destruction of Property,809509,398382.28,142807.96,38.95317151,-77.0186633,,{6E77A5B5-9908-485B-83D7-A47C174D8649},,,MPD,2024/02/16 21:02:52+00,3625,
-77.0088922454044,38.823609088885,17044818,Unit block of Galveston ST SW,2017/03/19 04:00:00+00,1509,2017/03/20 04:00:00+00,2017,3,7D,Ward 8,Sexual Orientation,,Threats,804808,399228.02425324,128424.52830861,38.82360132,-77.00888996,,{99D477B3-2AC5-4642-BC99-B5B20E9541DF},,,MPD,2024/02/16 21:02:52+00,3626,
-77.0318034243901,38.9360235277388,17057623,1300 block of Perry Pl NW,2017/04/08 04:00:00+00,1930,2017/04/09 04:00:00+00,2017,4,4D,Ward 1,Gender Identity/Expression,,ADW,807659,397242.84,140903.83,38.93601573,-77.03180113,,{6B7FFE73-5204-47AF-B966-14180D4DB343},,,MPD,2024/02/16 21:02:52+00,3627,
-77.0194170002326,38.8973407665009,17066548,500 block of F St NW,2017/04/23 04:00:00+00,0203,2017/04/23 04:00:00+00,2017,4,1D,Ward 2,Race,Black,Simple Assault,802125,398315.83,136609.42,38.89733298,-77.01941471,,{AA0E5584-B372-4160-A33C-85CB75668322},,,MPD,2024/02/16 21:02:52+00,3628,
-77.0419897778331,38.9297018856914,17075921,1800 block of Kenyon St NW,2017/05/05 04:00:00+00,2300,2017/05/07 04:00:00+00,2017,5,3D,Ward 1,Race,Black,Damage/Defacing/Destruction of Property,813788,396359.36,140202.43,38.92969409,-77.04198748,,{E52720F6-941E-43BA-A709-DC6587114376},,,MPD,2024/02/16 21:02:52+00,3629,
-77.0501058002187,38.9062623407259,17077409,1200 block of 23rd St NW,2017/05/08 04:00:00+00,2117,2017/05/09 04:00:00+00,2017,5,2D,Ward 2,Sexual Orientation,,Threats,811356,395654.21,137600.8,38.90625455,-77.0501035,,{CD428E4F-EFA5-46A5-A0B7-3C73B62B095B},,,MPD,2024/02/16 21:02:52+00,3630,
-76.9565107905063,38.8648394219709,17092794,2100 block of 36th Pl SE,2017/06/01 04:00:00+00,1701,2017/06/01 04:00:00+00,2017,6,6D,Ward 7,Race,Black,Displaying Symbols,814732,403774.47859346,133002.24268086,38.86483164,-76.95650852,,{5CF5B57A-6CBC-483C-823D-C13C721DD36B},,,MPD,2024/02/16 21:02:52+00,3631,
-76.9943300520729,38.9045237967499,17101364,800 block of Florida Ave NE,2017/06/14 04:00:00+00,1844,2017/06/14 04:00:00+00,2017,6,5D,Ward 6,Race,Black,Damage/Defacing/Destruction of Property,802627,400492,137406.63,38.90451601,-76.99432777,,{8B7CBF5E-D5F4-4DAC-B91E-F17DB443C569},,,MPD,2024/02/16 21:02:52+00,3632,
-77.0246367626532,38.9170041971694,17103557,900 block of U St NW,2017/06/18 04:00:00+00,0139,2017/06/18 04:00:00+00,2017,6,3D,Ward 1,Race,Black,Simple Assault,813703,397863.62,138792.33,38.91699641,-77.02463447,,{22A4AB4A-154E-4BDE-973B-AA57CCD2F1FB},,,MPD,2024/02/16 21:02:52+00,3633,
-77.0136750122494,38.911128594686,17117228,200 block of Q St NW,2017/07/09 04:00:00+00,0001,2017/07/09 04:00:00+00,2017,7,3D,Ward 5,Sexual Orientation,,Threats,807731,398814.16,138139.89,38.9111208,-77.01367272,,{33B6ED08-164F-4087-B296-B3FE4B2A52A0},,,MPD,2024/02/16 21:02:52+00,3634,
-76.9932052123827,38.8920219304792,17124531,900 block of Constitution Ave NE,2017/07/20 04:00:00+00,1030,2017/07/20 04:00:00+00,2017,7,1D,Ward 6,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,805123,400589.67,136018.83,38.89201414,-76.99320293,,{65CA6FBE-0970-492E-95A4-3D345263ED74},,,MPD,2024/02/16 21:02:52+00,3635,
-77.0416856768469,38.9060713383964,17131013,1200 block of 18th ST NW,2017/07/30 04:00:00+00,2339,2017/07/31 04:00:00+00,2017,7,2D,Ward 2,Sexual Orientation,,ADW,810826,396384.53,137579.23,38.90606355,-77.04168338,,{A7AC243F-6A2D-4A5C-B938-53EA69870996},,,MPD,2024/02/16 21:02:52+00,3636,
-77.0346031336085,38.9325751643548,17135081,1500 block of Newton St NW,2017/08/06 04:00:00+00,1414,2017/08/06 04:00:00+00,2017,8,4D,Ward 1,Sexual Orientation,,Threats,815254,396999.96,140521.12,38.93256737,-77.03460084,,{1728640B-30BC-4CC5-87B4-AB8769699317},,,MPD,2024/02/16 21:02:52+00,3637,
-77.023847627332,38.9333372541541,17142554,3500 block of Georgia Ave NW,2017/08/18 04:00:00+00,0950,2017/08/18 04:00:00+00,2017,8,4D,Ward 1,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,801638,397932.53,140605.42,38.93332946,-77.02384533,,{E1347CE3-8E10-4881-96D6-B68372624F46},,,MPD,2024/02/16 21:02:52+00,3638,
-77.023968880254,38.9162879934177,17156744,1900 block of 9th St NW,2017/09/10 04:00:00+00,0315,2017/09/10 04:00:00+00,2017,9,3D,Ward 1,Race,Black,Threats,800252,397921.52,138712.81,38.9162802,-77.02396659,,{D9C67492-850F-4B72-A396-140D351680D8},,,MPD,2024/02/16 21:02:52+00,3639,
-77.0106211667441,38.900215204753,17160176,Unit block of H St NW,2017/09/15 04:00:00+00,1230,2017/09/15 04:00:00+00,2017,9,1D,Ward 6,Disability,,Simple Assault,804579,399078.88,136928.38,38.90020742,-77.01061888,,{03A7C521-A688-48D2-AB12-CF83CD34F6F9},,,MPD,2024/02/16 21:02:52+00,3640,
-77.0301986074395,38.8955141023358,20163191,1300 block of Pennsylvania Ave NW,2020/11/14 05:00:00+00,2011,2020/11/15 05:00:00+00,2020,11,2D,Ward 2,Political Affiliation,,Riot Act,800757,397380.49,136406.9,38.89550632,-77.03019631,,{8C21BEEA-0ADB-41D7-AC61-25580632E16F},,,MPD,2024/02/16 21:02:52+00,3641,
-77.0365186600386,38.9115042000329,21007312,1600 block of 16th ST NW,2021/01/16 05:00:00+00,1933,2021/01/16 05:00:00+00,2021,1,3D,Ward 2,Race,Black,Threats,804188,396832.94,138182.13,38.91149641,-77.03651636,,{C46D877C-E1EF-4523-9641-4B87853C797C},,,MPD,2024/02/16 21:02:52+00,3642,
-77.0957839314557,38.945134100732,16162304,4800 block of Massachusetts Ave NW,2016/09/24 04:00:00+00,1000-1030,2016/09/24 04:00:00+00,2016,9,2D,Ward 3,Religion,Jewish,Threats,810578,391696.79,141919.06,38.94512631,-77.09578162,,{39BFA155-09AE-4F08-845A-72831426A568},,,MPD,2024/02/16 21:02:52+00,3643,
-77.0043004727981,38.9155720483491,24023109,100 block T St NE,2024/02/14 05:00:00+00,0141,2024/02/14 05:00:00+00,2024,2,5D,Ward 5,Gender Identity/Expression,,ADW,803677,399627.24,138633.07,,,,{BCC7BE7E-209C-41A7-8E4C-CD91D4D63F6F},MPD_EDITOR,2024/03/06 22:18:06+00,MPD,2024/03/07 00:16:24+00,3644,
-77.0415932363177,38.9064674631347,24023235,18th St NW and Connecticut Ave NW,2024/02/14 05:00:00+00,1023,2024/02/14 05:00:00+00,2024,2,2D,Ward 2,Race,Black,Simple Assault,903451,396392.568,137623.1994,,,,{4E248782-0AA5-4DEF-8411-34216C9AD7D9},MPD_EDITOR,2024/03/06 22:18:40+00,MPD,2024/03/06 23:26:52+00,3645,
-77.0611866470786,38.9051982625297,24023471,31st St NW and M St NW,2024/02/14 05:00:00+00,1715,2024/02/14 05:00:00+00,2024,2,2D,Ward 2,Race,Black,Simple Assault,907343,394693.0201,137483.2646,,,,{8A960CEC-9001-44D1-9BAA-34479B9AC8D0},MPD_EDITOR,2024/03/06 22:19:13+00,MPD,2024/03/06 23:26:59+00,3646,
-76.9991263264275,38.9319749258401,24023901,400 block Michigan Ave NE,2024/02/15 05:00:00+00,1030,2024/02/15 05:00:00+00,2024,2,4D,Ward 5,Religion,Catholic,Damage/Defacing/Destruction of Property,811625,400075.95,140453.92,,,,{5A3E41DD-48A5-42C2-B57B-34068D7BDFE2},MPD_EDITOR,2024/03/06 22:19:50+00,MPD,2024/03/06 23:27:21+00,3647,
-77.0044750015471,38.9056514238785,24026673,200 block M St NE,2024/02/20 05:00:00+00,1737,2024/02/20 05:00:00+00,2024,2,5D,Ward 6,Sexual Orientation,,Simple Assault,802637,399612.05,137531.8,,,,{6FC67D4D-E332-4F0C-B1FB-EFDDE403EBE0},MPD_EDITOR,2024/03/06 22:20:20+00,MPD,2024/03/06 23:27:31+00,3648,
-76.9959847055217,38.8487867194674,24026688,2700 block Martin Luther King Jr Ave SE,2024/02/20 05:00:00+00,1725,2024/02/20 05:00:00+00,2024,2,7D,Ward 8,Gender Identity/Expression,,Simple Assault,809595,400348.7501,131219.3864,,,,{015A355A-9006-4137-900A-F580C0BD71DC},MPD_EDITOR,2024/03/06 22:20:57+00,MPD,2024/03/06 23:27:56+00,3649,
-76.9789951982091,38.901385427018,24026739,900 block 17th St NE,2024/02/20 05:00:00+00,1800,2024/02/20 05:00:00+00,2024,2,5D,Ward 5,Ethnicity/National Origin,Hispanic,Threats,803273,401822.2,137058.44,,,,{E82CB833-2EC0-4A34-B0BD-811461C18B4A},MPD_EDITOR,2024/03/06 22:21:34+00,MPD,2024/03/06 23:27:42+00,3650,
-77.0162346452105,38.8788539883976,24029701,900 block Wesley Pl SW,2024/02/25 05:00:00+00,1600,2024/02/25 05:00:00+00,2024,2,1D,Ward 6,Ethnicity/National Origin,Taiwanese,Threats,802996,398591.52502065,134557.1902983,38.87884621,-77.01623236,,{DD05E65F-41BF-4CCD-9C16-4E58312DC0C4},MPD_EDITOR,2024/03/06 22:22:03+00,MPD,2024/03/07 00:13:16+00,3651,
-77.0266023547165,38.9461332119921,24029845,Buchanan St NW and Georgia Ave NW,2024/02/26 05:00:00+00,1744,2024/02/26 05:00:00+00,2024,2,4D,Ward 4,Ethnicity/National Origin,Jewish,Displaying Symbols,900421,397694.1,142025.95,,,,{F97B13B1-C276-4960-BDE1-197682F4C540},MPD_EDITOR,2024/03/06 22:22:54+00,MPD,2024/03/07 00:12:16+00,3652,
-77.0027796050153,38.8898153132786,24016851,200 block East Capitol St NE,2024/02/02 05:00:00+00,1650,2024/02/02 05:00:00+00,2024,2,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,811100,399759.05,135773.86,38.88980753,-77.00277732,,{701E6AC1-5469-4E3E-BA2D-29234372BBBF},MPD_EDITOR,2024/03/06 22:16:35+00,MPD,2024/03/07 00:18:22+00,3653,
-77.0514312353535,38.8989591397519,24001026,"700 block 24th St NW
",2024/01/01 05:00:00+00,"1858
",2024/01/02 05:00:00+00,2024,1,2D,Ward 2,Ethnicity/National Origin,African,ADW,801762,395538.79,136790.15,,,,{3599A46F-99A1-40F4-AAA6-0363A0E24465},MPD_EDITOR,2024/02/08 22:00:18+00,MPD,2024/02/16 21:02:52+00,3654,
-77.0426866580409,38.9226684789688,24011406,18th St NW and Columbia Rd NW,2024/01/23 05:00:00+00,0752,2024/01/23 05:00:00+00,2024,1,3D,Ward 1,Ethnicity/National Origin,Israeli,Deface Private/Public Property,904604,396298.58,139421.7,,,,{0C853D80-C926-4B10-A931-56D04CB26856},MPD_EDITOR,2024/02/16 20:07:42+00,MPD,2024/02/16 21:02:52+00,3655,
-77.0209121502843,38.9008756598781,24014647,600 block I St NW,2024/01/29 05:00:00+00,1710,2024/01/29 05:00:00+00,2024,1,1D,Ward 2,Ethnicity/National Origin,Jewish,Deface Private/Public Property,809882,398186.22,137001.85,,,,{7CA5900C-9158-4691-9FA9-694E5ADE50FB},MPD_EDITOR,2024/02/16 20:11:53+00,MPD,2024/02/16 21:02:52+00,3656,
-77.012410728789,38.9156534441106,24005166,100 block Rhode Island Ave NW,2024/01/10 05:00:00+00,2300,2024/01/11 05:00:00+00,2024,1,3D,Ward 5,Gender Identity/Expression,,Simple Assault,803964,398923.88,138642.17,,,,{C80D5BFD-2421-46D5-B053-4BC1E79541A3},MPD_EDITOR,2024/02/16 20:23:45+00,MPD,2024/02/16 21:02:52+00,3657,
-77.0056704287145,38.9111221408919,24008630,100 block Q St NE,2024/01/18 05:00:00+00,0125,2024/01/18 05:00:00+00,2024,1,5D,Ward 5,Gender Identity/Expression,,,806986,399508.4,138139.1,,,,{79AA2C5C-A254-43FA-B42F-4A4DE9A9A66C},MPD_EDITOR,2024/02/16 20:25:52+00,MPD,2024/02/16 21:02:52+00,3658,
-76.9789926842634,38.9040501883945,24008809,1100 block 17th St NE,2024/01/17 05:00:00+00,1805,2024/01/18 05:00:00+00,2024,1,2D,Ward 5,Race,Black,Simple Assault,803953,401822.35,137354.25,,,,{54064DCF-A758-48D8-8600-750D76A88915},MPD_EDITOR,2024/02/16 20:27:16+00,MPD,2024/02/16 21:22:48+00,3659,
-77.0669380436685,38.9050961556158,24009353,3300 block M St NW,2024/01/19 05:00:00+00,1425,2024/01/19 05:00:00+00,2024,1,2D,Ward 2,Race,Black,ADW,805915,394194.15,137472.28,,,,{080FD489-711C-4C22-90CB-F23774E3AD7B},MPD_EDITOR,2024/02/16 20:28:38+00,MPD,2024/02/16 21:02:52+00,3660,
